date_of,ctl_loading_date,quan,quan_no_weak_dub,quan_no_dub,agg_quan,agg_quan_no_week_dub,agg_quan_no_dub
2022-09-19,2022-09-19,452,426,418,452,426,418
2021-09-23,2021-09-23,458,433,427,458,433,427
2019-04-01,2019-04-03,484,465,453,484,465,453
2021-02-24,2021-02-24,475,449,442,475,449,442
2022-12-11,2022-12-11,481,453,446,481,453,446
2019-07-10,2019-07-10,458,442,428,458,442,428
2018-04-27,2018-04-27,428,416,401,428,416,401
2022-03-23,2022-03-23,458,434,426,458,434,426
2022-10-31,2022-10-31,483,453,447,483,453,447
2023-12-19,2023-12-20,414,390,383,477,450,442
2018-07-29,2018-07-30,350,342,329,458,445,429
2019-05-29,2023-05-02,12,12,12,490,471,448
2023-03-14,2023-03-14,58,57,56,58,57,56
2019-10-05,2021-02-01,3,3,3,492,471,457
2022-01-14,2022-01-14,475,448,440,475,448,440
2019-06-09,2019-06-09,458,439,428,458,439,428
2024-01-10,2024-01-10,464,434,430,464,434,430
2021-11-04,2021-11-04,458,434,427,458,434,427
2022-09-25,2022-09-25,458,433,424,458,433,424
2018-11-12,2018-11-12,458,442,428,458,442,428
2021-02-10,2022-09-22,50,50,50,483,456,407
2020-06-25,2020-06-25,470,448,439,470,448,439
2023-01-29,2023-01-29,423,401,395,423,401,395
2022-11-09,2022-11-09,478,450,443,478,450,443
2019-01-23,2019-01-23,488,474,456,488,474,456
2019-02-01,2019-02-01,458,440,429,458,440,429
2023-08-25,2023-08-25,452,423,418,452,423,418
2021-06-27,2021-06-27,442,422,414,442,422,414
2022-10-12,2022-10-12,419,396,392,419,396,392
2018-07-04,2018-07-04,456,447,427,456,447,427
2020-09-21,2020-09-21,462,441,433,462,441,433
2023-04-19,2023-04-19,458,429,424,458,429,424
2023-04-10,2023-04-10,428,399,397,428,399,397
2020-01-23,2020-01-23,439,419,413,439,419,413
2018-09-02,2018-09-02,458,442,428,458,442,428
2019-09-08,2019-09-08,458,443,429,458,443,429
2024-02-06,2024-02-06,487,456,451,487,456,451
2020-01-11,2020-01-11,458,440,430,458,440,430
2022-03-03,2022-03-03,458,435,426,458,435,426
2019-10-01,2019-10-01,494,480,462,494,480,462
2020-09-14,2020-09-14,458,434,430,458,434,430
2021-08-29,2021-08-29,430,409,404,430,409,404
2021-02-07,2021-02-07,467,446,437,467,446,437
2019-11-23,2019-11-23,468,449,439,468,449,439
2023-04-09,2023-04-09,493,464,457,493,464,457
2018-09-16,2018-09-16,473,457,442,473,457,442
2023-09-15,2023-09-18,488,459,452,488,459,452
2024-03-04,2024-03-07,475,444,440,475,444,440
2019-09-17,2019-09-17,443,423,416,443,423,416
2022-12-18,2022-12-18,458,427,424,458,427,424
2019-07-29,2019-07-29,472,454,442,472,454,442
2021-11-17,2021-11-17,458,433,427,458,433,427
2019-11-01,2019-11-04,495,472,462,495,472,462
2021-03-02,2021-03-02,493,468,457,493,468,457
2022-05-21,2022-05-21,458,435,425,458,435,425
2021-09-29,2021-09-29,489,461,453,489,461,453
2022-08-02,2022-08-02,458,431,424,458,431,424
2021-02-18,2021-02-18,478,451,445,478,451,445
2021-03-27,2021-03-27,458,438,429,458,438,429
2020-02-17,2020-02-17,438,417,412,438,417,412
2023-12-06,2024-01-11,3,3,3,497,465,458
2019-07-27,2019-07-27,458,437,428,458,437,428
2023-06-09,2023-06-09,428,400,397,428,400,397
2022-04-11,2022-04-11,464,436,429,464,436,429
2019-04-19,2019-04-19,466,451,436,466,451,436
2019-01-09,2019-01-09,445,427,416,445,427,416
2023-09-21,2023-09-21,458,430,424,458,430,424
2023-01-31,2023-01-31,420,396,393,420,396,393
2020-06-03,2020-06-03,458,437,429,458,437,429
2020-04-09,2020-04-09,448,430,420,448,430,420
2023-10-06,2023-10-06,422,398,393,422,398,393
2020-03-21,2020-03-21,471,452,440,471,452,440
2022-12-09,2022-12-09,458,434,424,458,434,424
2021-08-16,2021-08-16,444,419,415,444,419,415
2018-08-10,2018-08-10,480,467,448,480,467,448
2020-02-15,2020-02-15,458,440,430,458,440,430
2018-06-19,2018-06-19,459,447,430,459,447,430
2022-07-10,2022-07-15,427,405,400,427,405,400
2023-04-23,2023-04-23,438,408,404,438,408,404
2019-09-02,2019-09-02,429,412,403,429,412,403
2023-03-06,2023-03-08,433,407,402,433,407,402
2020-06-24,2020-06-24,423,404,397,423,404,397
2023-12-12,2023-12-12,488,457,452,488,457,452
2022-11-18,2022-11-18,442,417,411,442,417,411
2023-05-29,2023-05-29,421,398,392,421,398,392
2021-02-12,2021-02-12,458,434,429,458,434,429
2020-07-30,2020-07-30,429,409,403,429,409,403
2021-12-09,2021-12-09,422,402,397,422,402,397
2022-06-04,2022-06-04,489,461,453,489,461,453
2022-05-06,2022-05-06,454,429,423,454,429,423
2023-12-30,2023-12-30,456,427,422,456,427,422
2019-08-03,2019-08-03,458,443,428,458,443,428
2022-11-25,2022-11-25,458,428,424,458,428,424
2019-06-11,2019-06-11,421,413,395,421,413,395
2019-11-21,2019-11-21,450,435,421,450,435,421
2020-07-22,2020-07-25,425,403,399,425,403,399
2024-02-17,2024-02-17,422,396,391,422,396,391
2019-05-13,2019-05-13,458,436,429,458,436,429
2021-10-09,2021-10-09,458,432,427,458,432,427
2023-02-18,2023-02-18,432,405,401,432,405,401
2024-02-12,2024-02-12,458,427,424,458,427,424
2020-01-14,2020-01-14,439,423,413,439,423,413
2018-09-17,2018-09-17,458,446,428,458,446,428
2020-03-30,2020-03-30,464,446,435,464,446,435
2022-01-15,2022-01-15,494,470,458,494,470,458
2023-06-21,2023-06-21,468,438,434,468,438,434
2024-02-02,2024-02-02,441,412,408,441,412,408
2022-05-28,2022-05-28,462,437,428,462,437,428
2024-02-01,2024-02-01,486,456,450,486,456,450
2021-08-07,2021-08-07,434,412,407,434,412,407
2021-05-09,2021-05-09,458,438,429,458,438,429
2023-12-22,2023-12-22,458,431,424,458,431,424
2021-02-05,2021-09-01,3,3,3,492,467,453
2021-07-21,2021-07-21,458,434,427,458,434,427
2022-11-22,2022-11-22,471,441,436,471,441,436
2022-01-22,2022-01-22,458,436,426,458,436,426
2018-08-06,2018-08-06,440,428,412,440,428,412
2018-05-22,2018-05-22,460,452,430,460,452,430
2023-06-23,2023-06-23,495,463,459,495,463,459
2023-02-05,2023-02-05,442,417,409,442,417,409
2019-07-01,2019-07-01,458,442,428,458,442,428
2019-05-11,2019-05-13,436,423,409,436,423,409
2022-09-27,2022-09-27,485,460,449,485,460,449
2018-08-17,2018-08-17,482,463,450,482,463,450
2019-04-09,2019-04-09,458,441,429,458,441,429
2024-02-16,2024-02-16,448,419,414,448,419,414
2021-08-14,2021-08-14,489,462,453,489,462,453
2019-05-21,2019-05-21,458,443,429,458,443,429
2022-09-29,2022-09-29,454,426,420,454,426,420
2020-08-04,2020-08-04,434,414,407,434,414,407
2023-09-22,2023-09-22,455,424,421,455,424,421
2021-09-07,2021-09-08,458,435,427,458,435,427
2023-01-02,2023-01-02,446,418,412,446,418,412
2021-09-17,2021-09-17,440,418,411,440,418,411
2019-09-16,2019-09-16,458,443,429,458,443,429
2020-05-22,2020-05-22,436,416,409,436,416,409
2024-01-27,2024-01-27,460,429,426,460,429,426
2019-11-27,2019-11-27,436,417,409,436,417,409
2021-08-22,2021-08-22,429,407,403,429,407,403
2020-10-30,2020-11-02,458,438,429,458,438,429
2023-07-19,2023-07-19,493,462,457,493,462,457
2024-03-02,2024-03-07,496,467,460,496,467,460
2022-06-08,2022-06-08,454,429,422,454,429,422
2022-09-07,2022-09-07,442,417,411,442,417,411
2020-05-16,2020-05-21,206,199,193,447,426,419
2020-06-07,2020-06-07,458,437,429,458,437,429
2022-10-13,2022-10-13,435,412,406,435,412,406
2023-04-15,2023-11-21,11,11,11,480,450,435
2019-07-21,2019-07-21,496,481,463,496,481,463
2020-05-16,2020-05-16,241,236,235,241,236,235
2023-08-08,2023-08-08,473,444,438,473,444,438
2018-11-29,2018-11-29,426,418,399,426,418,399
2021-01-29,2021-01-29,455,431,426,455,431,426
2018-11-18,2018-11-20,425,412,398,425,412,398
2023-09-09,2023-09-09,451,422,417,451,422,417
2021-10-19,2021-10-19,458,435,427,458,435,427
2021-08-28,2021-08-28,447,426,418,447,426,418
